1098,3968
3077,2601
484,1090
2013,3914
3499,4331
2706,2395
4597,1333
3932,139
3794,2021
4231,713
2796,4730
2965,1442
3342,1888
4064,2381
1927,2266
943,4264
434,2762
195,3645
4005,4734
4119,3970
518,3747
694,3431
3264,1520
3722,3743
2842,1008
4489,1385
1231,2506
1618,872
2022,4862
895,977
3125,363
1519,371
1240,191
1595,3947
2926,3534
1872,1814
3695,4029
3789,859
3327,3089
3571,1267
3336,3491
2175,2093
2010,4021
2530,3197
2451,3267
4975,4432
2314,3296
994,330
945,4853
875,4958
4121,2705
682,4935
718,2177
4847,3477
894,996
852,1342
1359,3351
897,443
1809,4635
4133,2702
1220,2808
593,2679
2266,1049
311,419
114,3981
403,2577
3377,3635
2452,990
4452,4365
957,448
3832,3809
4062,693
2530,4125
1282,2888
2713,222
83,359
1450,2681
2734,1867
1162,260
3618,3609
934,1883
3996,2380
940,283
2201,1324
839,407
4010,1665
4795,3379
4040,3025
3171,3757
2415,1503
1819,3711
2294,383
1561,4364
2544,2687
2117,1798
3895,1264
987,1339
1610,8
1125,187
468,2420
334,333
3691,1840
3922,2612
2655,4727
4581,3741
887,3856
1447,4450
934,3190
4697,721
3804,2610
3539,746
4967,3719
4366,663
631,481
3459,3805
401,2829
3608,1461
3360,2843
4082,4278
1527,3107
559,2669
1861,1422
1896,1346
51,4771
3942,1388
59,4079
2979,2522
1330,2255
4691,1786
3916,2016
2552,1865
2504,3039
4253,3348
3351,3928
4671,281
1615,4415
4909,23
1215,2267
549,1121
2448,2903
4717,1608
795,3042
1484,1487
3607,297
3946,1370
3582,185
2553,3002
2951,3873
2974,2391
613,3666
679,4620
3249,4810
3035,1231
470,4160
2688,1847
518,4347
252,733
4462,815
4907,2561
618,2539
2361,3275
1901,921
3378,4049
2621,4432
1571,4390
3853,4436
648,4496
2804,23
1139,2543
848,2362
4929,2376
247,3876
432,1131
546,3999
4535,4564
1752,4469
1490,4832
3440,719
3476,4781
2417,1965
4928,4381
2705,492
1416,2074
3290,166
4530,2259
3244,2429
3747,2050
3870,3200
3717,655
360,3397
3916,4268
3238,1349
2158,649
2269,4150
2085,1919
1575,1276
4658,630
1654,1716
4133,3968
1576,2553
116,2538
4620,821
2399,1719
4850,525
4711,1195
4242,3797
1948,232
2763,3791
2531,990
86,4780
1828,2928
4983,383
1951,1316
1798,4754
2401,3320
2170,2720
3714,1288
3705,2820
640,390
2367,3407
593,3162
946,367
2507,2777
1899,1929
3365,4205
593,4820
4281,1355
775,206
2499,1042
67,4429
926,3086
4660,3806
1954,4809
1675,2399
2492,4363
4991,3925
2419,4876
2614,3637
764,1777
2206,3558
4897,3731
4695,4889
2405,528
1180,592
1713,3953
953,1858
525,3776
3378,728
4413,0
4421,4148
205,1569
804,2411
4170,4066
1579,4560
1038,4422
3384,2410
4040,2216
2046,1996
953,4481
1337,1134
2792,3613
2894,1986
931,2064
1937,3070
2993,4283
2431,4789
2038,1889
2141,4692
2379,3088
468,2746
1676,2400
1288,1909
1624,2988
1812,1867
343,2978
2486,3232
3981,4843
4966,3255
1149,2327
1923,1987
3465,2448
3111,1303
1304,4267
2458,4815
1625,1261
2196,3669
368,4385
1047,2963
1888,3903
611,1874
3003,397
3972,944
204,2307
4329,1690
4896,572
1027,4312
1968,2661
3337,3329
2628,4293
184,2832
4073,4049
4767,901
3023,2956
4273,1728
4717,2451
779,2115
558,4808
2996,4517
2278,1487
2808,2463
2821,2408
358,2966
4017,253
293,4109
1430,4450
3184,2299
4043,1563
4119,3189
349,4518
958,1925
141,1366
4639,4389
3907,2849
154,2699
4818,3696
2766,190
1343,4241
3126,4978
839,2517
947,4520
2892,3284
1293,4694
4421,4009
3214,1453
725,3248
4027,4403
4402,4984
4165,1263
243,4390
3892,111
542,2283
510,1197
2505,1564
2508,3457
4320,1717
3271,4478
1110,632
2193,2109
1494,2200
2720,1060
4585,3113
763,3886
2496,3143
464,4570
1786,1119
2613,3742
4038,1033
530,795
3916,64
4707,297
798,2587
2280,2838
1968,4158
2299,2213
1609,1125
2520,968
1692,1885
1563,355
4252,2359
4772,2466
771,1020
1899,1781
2670,3313
1145,2859
1236,3464
3129,4362
851,2188
1655,2386
4578,2691
4032,1809
171,2484
4398,9
2571,4079
2519,3695
1875,978
2374,2449
1486,247
4375,1249
4679,712
4044,520
4231,4188
3534,4974
2502,3571
4058,2136
4247,1223
3875,3520
2802,4842
627,1656
106,3931
2941,1115
4084,4406
776,4458
4681,2081
449,4484
947,1751
1765,4250
4174,3054
2998,1743
3466,3337
3479,4726
2396,3137
3765,1408
2304,2424
3649,837
3099,3832
620,1663
4768,71
1472,353
2571,4377
183,2463
4705,2281
1011,4096
1770,4083
194,3844
1484,2909
1366,1870
4195,4839
549,3958
3557,1869
4799,85
1427,930
2024,785
249,1629
1035,2309
3087,2237
2546,1670
4579,3673
4668,3899
4142,1454
1450,629
4454,3786
2071,4585
1959,1107
3782,995
1163,3799
1400,3837
3170,4877
3284,4697
4062,3732
398,2987
4709,2563
3096,3882
3958,2775
416,1608
3432,2690
4283,4496
2462,3039
2074,2562
2453,1667
56,1437
369,4640
969,4015
2656,1865
2642,1750
4553,4101
393,3022
1738,433
3707,4917
664,1867
3824,1994
3377,2465
3591,3050
4281,4312
2340,4505
4951,4228
4920,751
393,1317
3435,3001
386,3292
2590,136
85,1165
2783,4964
2786,3482
4538,2083
305,802
3780,2335
1300,346
1515,1999
2625,585
652,669
2781,1126
1659,2288
2550,4752
2765,4750
2360,1058
2277,212
1993,3571
1348,4169
4015,4265
2281,4395
1369,1102
2073,489
2319,4163
711,4718
1242,168
4006,4830
3773,3536
2331,700
372,3436
2372,4566
2459,1718
3849,2484
3258,350
4324,1834
2460,645
4122,3855
198,284
4134,3325
4736,2648
519,3640
350,2918
142,1935
2561,3521
4140,4912
1124,1240
684,3047
3818,3881
2871,4787
2572,4054
2236,3890
1397,1793
4517,2144
1597,430
1197,917
4586,1420
3091,3324
3899,1549
4997,947
2649,938
3729,4786
421,1057
2447,289
3665,2433
4288,128
3021,3368
4362,2785
3924,4225
4197,1079
2706,2418
588,3058
2135,605
2403,3824
1370,2508
4617,661
3384,1322
817,3098
3243,386
3235,3927
1734,3382
3576,3728
3863,1819
2546,132
871,2620
3182,3143
2939,148
2420,2715
2114,4196
2881,4964
4030,1837
3756,4940
836,3961
2708,3084
1522,1997
1658,395
3335,4752
1480,2237
1843,972
1357,1491
753,3387
4068,2223
3710,14
4421,4432
1322,4097
843,926
2322,2560
1316,2886
4864,1711
4323,4846
76,4161
2813,1645
985,1162
4025,1827
2220,49
170,815
985,4535
2800,2219
4988,3507
3936,3581
4968,228
4440,3024
771,1713
2382,710
4657,668
1063,2239
2934,3328
2145,2785
3335,2929
2973,3789
81,2754
826,940
3851,4473
1246,438
2059,392
4579,1308
2665,4139
1833,2791
1320,3060
232,3543
3863,4208
1018,4403
1051,2143
2089,95
4686,3418
3095,4003
186,3999
3411,605
4091,4413
4205,4953
224,2743
1245,4920
2411,2815
4333,203
2635,289
2237,1989
3932,3481
2701,4024
2030,1430
1399,51
1718,4491
1828,2635
4058,4588
1414,1400
884,1979
497,3363
1652,4544
2071,2852
2687,1515
122,2222
2860,2763
4545,1758
4242,2627
4419,2788
1571,561
3874,1008
51,3164
1163,4650
2872,4291
2305,3547
4092,3851
1553,2046
4400,3669
1037,2370
3306,1723
661,1805
285,1754
4211,1863
3929,2734
1126,3659
4979,2988
2390,3522
1140,3733
1082,2411
323,3202
1809,414
1919,378
2210,4863
2413,2913
1406,1433
3198,1586
317,1129
2038,836
376,2410
4389,1350
967,2287
1243,2097
2338,2653
1640,3399
2175,1058
3997,1914
32,3479
805,317
2816,816
821,2634
928,3365
836,380
4077,4113
1447,3207
2969,4431
3827,3382
2001,3212
4043,1395
3081,3488
3529,4884
4460,958
93,2697
1303,2885
2168,1457
3559,1184
4838,3205
1337,1374
1607,375
3498,84
1572,4013
3927,3548
3662,4060
3623,2227
1849,853
4991,1683
2039,2211
3014,4126
1344,2873
2883,2681
2541,1773
1615,1349
2861,3660
3520,4015
2731,3568
4981,566
4272,4945
3576,4160
1549,4911
457,3888
3089,3682
2907,4610
189,3817
3709,4589
2156,811
1886,4378
3979,1734
3999,4060
3513,1758
2653,493
2165,2685
2379,4163
3904,2306
1480,3551
3989,943
183,4407
1505,462
4069,3195
2992,3820
3798,1181
4161,640
738,2462
631,1885
3654,3498
3069,4048
2150,3025
1919,4007
1245,3023
465,1598
149,1186
2481,1685
1543,1216
3529,4463
3230,4449
2838,1049
4149,1673
4422,2978
1261,3660
3566,4962
2357,1605
1062,3467
2575,2161
350,637
3101,1572
3810,2095
2467,2180
1902,1833
3566,4460
3563,1941
300,1212
2781,43
1736,1520
4115,640
683,2734
3365,1005
4907,2865
1613,4727
885,2989
3114,228
241,1566
3149,4121
3073,1267
2519,4221
1935,2509
425,322
2117,3275
58,4049
4888,3269
2427,287
947,836
4015,3951
2918,4383
1841,619
421,2774
803,100
3272,3895
4915,3192
3124,1387
3363,4772
4957,3224
2553,438
3272,3922
3365,4220
407,2456
2951,3291
3412,3200
347,2319
1350,4926
4041,1119
442,3709
4058,2997
2147,4845
1676,750
537,2770
4677,2406
984,2637
2839,1303
2252,4302
791,3872
303,3822
1823,1427
2949,3533
2184,4095
2350,3763
4187,358
4129,926
3833,1345
109,2598
178,3286
3617,1201
2905,3214
3504,3694
965,4025
25,1696
2941,1314
1926,875
3281,2898
4389,2754
3900,3418
3434,2361
2253,2903
717,1794
3802,1809
2914,4285
3907,351
157,1461
434,1951
306,900
3578,464
4787,2556
2576,1880
84,3913
3227,3182
4550,2146
354,3412
194,873
3518,634
2272,1246
1654,2926
4847,1399
4009,4421
4925,699
4485,2050
3110,1458
1122,1456
1017,970
2482,3966
623,3686
4031,4341
422,78
4767,3796
3769,1301
3207,4271
1121,3391
2257,4211
454,4596
4327,841
1104,3087
753,4387
1947,3921
1324,4775
129,3419
2154,2735
1312,3844
3777,2548
2521,2389
3720,1658
1726,1306
1705,4371
3461,2207
826,4886
2987,3368
2915,2260
1215,1013
1554,4644
3902,4871
608,1894
4649,2441
3889,2421
3860,1072
3017,1792
3706,2447
4109,834
4823,4593
2005,53
3276,2420
588,1359
914,530
1487,4311
2845,4854
4122,203
2380,2343
4366,2972
3914,2769
2693,2469
193,23
211,4690
1566,2234
4924,970
221,1190
2289,3713
2772,557
3665,1276
1930,1167
921,2741
4185,1135
1892,4443
3009,322
4394,4790
4580,531
4418,2277
4774,3729
4170,580
4750,1157
4807,185
4487,4392
1950,4632
4651,3906
2467,4796
1551,2556
4014,2138
1679,4370
2817,2503
2024,2708
2556,3163
2965,2298
414,122
496,4916
3727,3781
983,4708
2140,2432
748,3259
20,891
2502,66
2453,2010
2249,96
1161,4985
4084,1854
4122,1763
860,1055
3485,1722
4088,4474
423,768
3260,4751
2904,1498
2776,3976
911,3104
1317,4507
2811,3641
1434,4329
817,2606
1080,2261
2108,708
4310,190
3418,4963
2129,4413
3926,3211
2615,1779
1217,2173
3593,539
932,3421
3363,3061
1829,4260
1084,373
142,4251
716,4255
3740,3262
3192,3921
4168,4725
64,2914
4996,3371
4087,2260
694,1456
3557,4893
4238,3582
1607,3563
1653,4784
4583,1160
306,3950
4084,4684
3414,3
3524,124
3897,1019
2719,2089
3724,3651
3787,930
3656,1079
3356,986
3759,36
214,1073
3999,4343
874,2823
4648,1118
659,1442
127,2014
1519,4134
2344,2334
3358,314
1530,671
1419,1981
820,3916
3674,1786
2612,3244
4696,3544
2592,4317
3476,2766
1225,1311
1824,4597
829,363
1297,369
3218,4646
3789,4301
3132,810
1041,3632
4930,2267
2415,2448
2011,2719
1719,4453
805,3833
4360,2985
1801,2893
2957,704
1777,858
2101,702
2397,2012
343,3374
429,1953
1279,2050
631,1270
2966,481
3368,1108
574,3248
471,4332
3602,2521
474,3512
89,4187
4687,3942
997,3896
3778,2201
1875,2147
3002,4372
4017,4460
813,2341
4151,1490
3544,3941
4916,993
4116,2532
196,507
1736,2573
4818,4097
2949,2044
4774,4861
3793,1725
459,2506
3995,4137
4933,1826
3898,52
3258,2590
3765,311
2407,4033
1686,4867
616,24
4115,278
2135,1730
1352,1664
955,872
4358,812
128,3919
4731,1490
4628,4221
2774,3864
4704,3454
977,331
3361,1565
73,2180
4976,2762
2038,4349
2044,1414
3096,3882
91,949
1898,4119
3458,2704
4905,4870
3288,3445
1219,3329
3182,4610
2462,1927
740,3352
4395,790
4174,164
4680,1066
1770,2442
3387,561
4807,3020
3307,2367
2108,4943
3521,3866
703,4510
4246,2396
2314,4115
3068,2566
3333,2929
986,3473
3527,4581
3670,3552
1891,1540
4502,3188
4765,4245
173,4757
279,230
3317,3909
4367,3416
3082,647
4155,3249
1951,2573
1140,4995
3010,1406
3644,2681
2315,641
4390,3244
1547,2724
2525,2887
264,3854
108,1465
2230,4013
4757,1703
1900,2481
2048,2193
4868,1606
3302,4500
4840,793
4869,681
3067,1252
633,4133
2843,1601
4509,1713
4440,611
1202,4344
1878,3572
4249,1903
3296,1345
1896,4860
1425,4785
2506,3086
3381,239
2198,1506
2108,2367
21,2739
3177,1793
18,2023
4312,4618
3270,4371
2829,2208
4327,133
2388,39
2697,2757
2024,2924
647,3173
2843,2221
2868,2114
1522,4921
2501,4918
3857,2374
141,4322
527,4156
1164,2858
712,3008
2229,2634
182,2745
2145,462
2853,258
1543,657
1354,3852
4516,839
2469,1963
4100,4820
1684,3601
4293,1518
459,2831
3117,1381
2339,3110
4897,4757
3667,2751
3438,4030
4883,4632
4601,4032
365,2337
1694,4983
1899,3330
563,3570
3422,3481
4931,4941
2161,363
610,3741
1942,3371
566,118
2755,2663
32,1890
1367,4885
4129,4372
256,2102
3693,1840
819,3603
2379,538
642,1095
158,3286
3933,4937
2231,1277
2659,3585
3314,1139
73,1112
4277,2956
532,3676
1330,3688
999,2506
1949,160
1509,3736
311,4204
2609,1463
1205,4295
3651,2491
2092,3854
2182,3087
2025,289
2822,3241
4190,770
3510,1744
2326,1867
4674,2234
3777,1832
1332,2474
1908,4852
2701,3016
284,2894
1101,989
2368,1820
2915,3190
1341,3522
291,2
1950,1467
3687,1334
4253,4963
735,1749
1596,1497
90,4284
1429,428
230,4853
2749,4171
1320,2959
3722,4629
2592,2881
3280,3280
3392,350
958,2963
2976,4053
104,1898
2567,4182
1428,2920
4876,4899
1816,2594
1201,4835
4129,3539
1230,4768
4627,1898
1032,2247
3569,1192
4040,4001
1307,3631
1114,2241
3434,369
696,1186
2311,566
4258,4022
2952,118
3172,3699
2952,4487
569,4187
3762,4439
2753,4630
20,3851
4721,2297
3215,2454
4909,3626
861,3555
2959,4972
2879,4948
4421,54
329,997
2706,4670
4198,787
692,193
4901,4474
1236,3395
2627,1402
3250,2670
1454,1237
1824,4739
4924,2531
968,4562
2140,2735
1792,1678
164,1950
2169,4374
439,4480
1966,59
2650,130
3713,4336
1274,3882
278,4035
3647,2917
2872,657
3479,263
2149,4820
3765,3505
4883,3108
3607,4544
3270,2208
4652,4672
4881,1089
3735,3928
2286,1833
1360,4542
1910,965
3974,1471
2161,1785
2680,2139
4132,3346
1118,2628
2441,4799
2789,3395
4415,747
1618,4683
1425,1014
1149,3325
592,342
4500,4833
128,3202
1781,889
640,2069
3380,1549
1795,4744
3862,1540
4852,928
4184,1592
3601,2170
641,4396
1748,4351
3719,4292
552,1740
1185,1638
993,2778
4873,2633
1723,2288
2601,3368
3145,4921
3568,2909
4758,1734
4342,614
523,1258
1784,2258
2678,3971
14,2311
1531,4630
4085,2762
2064,354
2982,3469
1364,2542
1067,2171
4033,4443
4924,3996
203,3224
3136,4013
3663,4505
4334,4189
57,174
4320,1387
1620,4393
4712,4314
3086,1154
4230,790
291,1580
1075,2816
3581,4911
3593,163
416,567
3433,762
2763,3375
2586,1693
3301,1867
4266,330
4081,2687
1430,1005
377,1621
2894,2896
4896,4861
2311,2794
950,3033
835,459
214,4193
3267,790
3727,1711
4250,530
82,3303
2747,1112
1504,867
734,3853
779,2605
4706,714
4887,2887
2073,3910
4700,3729
841,668
3215,1554
1093,2817
4063,915
3096,568
1727,1610
2669,338
72,4138
80,3052
4548,3275
307,2891
2417,1598
2556,1236
950,3408
4864,1988
1531,3923
4931,2674
569,3767
489,4371
220,51
2552,3627
3492,842
3352,1181
4817,3694
4221,2114
3361,1059
4003,2185
4829,1593
2457,391
1801,65
717,1149
4884,2987
3861,2213
4491,360
407,363
4431,2761
2302,416
1527,4018
739,185
578,3974
1972,2597
4523,1430
3171,1796
2082,4758
4682,1080
3932,2456
2657,158
60,1652
2092,3528
4630,3836
857,4591
4317,287
2856,1150
3350,1965
49,4077
620,4635
490,4950
2158,4663
4870,4821
4197,4102
3323,4490
769,4429
1516,4948
651,3715
2494,1604
2586,3454
661,4833
3071,256
2554,4967
1488,2718
2325,1893
1061,3608
1581,228
385,3873
2795,2073
1213,3530
3459,4456
4273,4525
1359,3485
2190,25
3498,2472
3704,928
504,3305
4849,892
594,3386
237,4114
808,4661
2168,216
861,4032
3173,2910
499,3044
242,1731
2571,4346
2852,4626
3526,2377
3705,134
4325,339
933,271
3083,1354
1853,1882
1339,2222
2029,3575
2562,509
3892,1962
1937,4550
1289,4250
3981,1958
815,4586
3765,3221
4067,4013
732,2363
452,1091
3800,4783
193,1442
3402,4507
2021,2727
940,3963
2400,4927
4477,4120
3344,762
439,2795
897,3909
3846,3937
1336,4977
2579,1053
2218,124
2861,613
1488,859
964,4352
2378,427
2622,4481
4078,1214
4160,3938
4257,3931
4507,1866
3049,1672
4611,3133
4656,2878
1847,2354
3765,1871
932,1270
1729,2003
4334,3458
3760,4640
2413,1831
750,2450
2556,790
567,1758
2649,1972
2676,3135
2303,2560
2326,1475
4218,3627
2101,582
4701,1798
4059,2154
4655,64
4396,3919
4352,1253
3752,808
3037,2791
3383,4579
4050,4645
2493,1056
2327,184
1213,4341
501,755
4024,866
1013,4814
1432,3669
3047,204
4317,1383
2061,325
834,919
1775,4867
2605,4011
4512,368
3355,357
4837,1765
3028,992
2978,428
11,4959
3789,4131
4040,401
2867,2109
3629,3773
1164,2778
1021,4592
261,2749
3072,316
4058,2008
302,3622
4563,3076
3229,1553
927,4703
4023,3087
2710,1364
2277,1992
2528,379
4246,2322
1056,3597
678,1041
2161,2028
4647,1780
981,1918
2946,2396
1915,2474
2916,126
1347,3343
1439,741
534,2206
1590,2064
1161,1763
4102,662
2635,1562
2779,4203
2752,1776
1479,1538
4346,4180
4943,1148
4206,4981
3515,4762
765,2043
1631,1876
2346,2976
3046,996
764,2328
4480,3343
2989,661
1529,4559
1878,3828
2817,3896
43,4602
4994,2023
30,4403
3003,2802
2020,2585
517,2866
1042,715
2195,940
736,3592
4268,662
4547,4108
8,1155
3920,4592
2076,1541
142,2638
589,531
22,2002
2589,2427
4659,367
2062,3236
2976,471
3023,4506
4426,1549
309,3913
2816,3545
3320,2190
1452,3334
4645,940
894,1232
4692,4977
2725,2172
1105,979
212,1268
2218,1465
1503,4197
2368,1480
4370,4919
2182,2029
3188,4520
3964,2584
4076,2961
2752,1380
4580,3486
4517,3549
3339,3619
2972,466
562,4904
4304,1676
4284,2585
3734,364
926,29
1388,1031
45,3009
3411,2837
1297,4538
1792,1930
3960,1374
2666,4587
490,1525
2106,2199
3442,4
721,4702
862,1877
2314,916
82,1473
4508,71
3602,2359
2251,4958
1875,2170
3196,4792
852,4058
1017,3653
4708,408
3905,4731
2160,731
4389,2002
3741,1573
344,1409
3904,1973
1462,4481
2086,1810
436,3525
1091,3024
3701,4856
2100,1481
2812,3822
2639,4434
3348,4407
808,2122
2121,4167
2350,1091
4450,4531
1769,2750
4338,2899
2869,4248
2241,4522
2780,3382
4865,216
3014,2796
1762,4580
2909,4891
130,668
3540,3466
4283,3812
1715,528
4533,1779
3726,4109
730,714
915,3177
50,1340
2641,1117
2515,4500
1949,4675
4514,911
3857,2045
4450,1217
4506,3895
1391,4412
4601,2800
32,2075
1007,1407
4847,1428
1005,3569
3223,2687
198,4241
159,2237
3070,386
206,4571
3265,2152
4853,2610
276,3281
3944,2787
1175,2994
2255,4791
1368,3471
899,3666
329,2245
860,3602
2566,1466
4928,2764
4922,2255
1503,1454
873,4737
4634,1935
4980,1967
2811,1818
330,2013
3343,126
842,2566
686,4356
2510,2813
2269,511
900,4695
1009,4107
941,4986
342,949
3529,2731
738,1724
239,384
400,1300
3349,4438
2067,4999
2436,4494
4774,1611
4993,4178
3005,948
373,4527
4011,3965
969,3698
1291,4431
4740,4325
1077,2717
4155,533
1390,4659
2394,1259
4497,3676
1247,4767
2209,2246
4312,1483
1658,2485
1250,1789
4487,427
586,4343
1648,1708
1271,1072
376,1515
1382,4268
24,1073
934,3415
2058,4194
4734,821
275,1487
2232,4919
2337,949
3590,2
3862,4734
3264,394
1530,1248
2825,2318
676,1830
2531,1101
4677,1414
2377,522
4268,1189
3737,2626
2462,3156
3068,1781
1511,3972
566,1059
900,1819
1472,3057
3951,2240
4428,2855
4540,400
2929,1069
2149,1490
2492,1014
68,1674
599,885
3414,1597
2320,1130
1817,3214
2317,2601
2907,2264
925,2497
3465,3384
424,478
1327,817
2307,675
3578,1272
407,3013
4541,4705
3129,4226
3243,2177
1290,3898
1654,1859
3569,8
3951,1098
4914,4609
4244,2918
999,2362
3566,31
2108,4196
2475,1992
2752,1885
2778,2451
1535,1162
353,4307
435,1519
37,477
1501,3092
4155,4851
1205,3647
3146,1163
355,3618
2841,1116
1427,901
4976,4292
3691,4262
2136,392
4281,2433
1340,4562
3601,3602
106,1832
2449,3897
4931,592
1817,1765
1328,3568
2737,1595
194,2769
4420,203
1946,1118
989,3981
4004,3758
1673,2035
2542,2687
4446,4688
2956,4300
3220,3038
1493,3194
268,1750
2940,3235
1108,2689
1330,2964
1673,4964
3069,3596
4865,4903
579,4117
4461,47
3209,383
3239,2171
2818,1647
4604,4456
271,3715
2326,2316
3622,1089
368,4601
3441,271
839,1289
1621,2085
2736,4069
3925,826
4505,2418
396,3331
2692,4512
3957,191
4884,4040
1013,1348
58,4757
1190,3631
3227,3917
2543,3972
4903,4109
4447,190
547,2674
199,1993
3029,4527
1467,1389
775,2693
1728,748
336,3000
816,3399
4995,3582
971,4433
980,2279
1818,1986
2864,324
2608,213
2959,3336
1509,3223
2793,4081
3274,510
515,1102
3546,1177
1901,3276
3587,4913
2335,3988
3619,4192
3376,2973
3347,512
3274,3722
3527,3931
792,2706
2681,373
4726,2412
571,1710
3600,311
3783,1993
3028,4596
1233,2988
1094,3221
3942,4255
3048,1401
4818,162
62,4964
1040,880
986,1348
2010,4978
193,2322
1912,2358
3222,1626
774,3936
4234,3927
2042,1632
1539,4619
3537,1824
1575,4374
4399,3347
3376,3970
3764,4100
3452,2393
2681,3928
1036,1468
2829,2786
4877,1435
1970,3500
4694,854
4338,1682
2284,4520
1136,555
4310,1925
1650,1722
2344,1144
901,3587
3254,1413
3557,4254
3065,4600
1283,1531
1688,271
3945,882
4746,2290
2649,2493
3444,2255
226,3964
3065,2745
2145,4262
2236,4271
3847,4848
1648,726
2652,622
3219,96
4480,1964
1619,1789
4009,2681
3425,988
1184,2553
3790,4492
3176,1697
415,3877
649,3294
2102,3437
2928,2285
1267,2665
1085,1355
3555,687
4431,4683
255,2457
3401,4703
2169,873
3622,357
869,4576
1966,2766
335,1209
3080,3131
4586,4579
2860,81
646,429
3697,2712
3649,1156
895,3900
3755,1582
1706,1881
13,2011
2886,719
2167,1141
2666,1835
1663,1389
10,353
677,2179
1380,596
80,4192
1175,1082
2788,2746
3012,2169
894,1161
1294,2048
3816,3477
248,2246
4812,1795
2052,2491
737,1477
1957,4533
300,1312
2456,1274
4130,1037
3485,2848
2273,2200
3098,2514
3900,3264
2934,3722
1349,940
2897,1018
80,2908
2099,1856
1496,4134
1699,339
161,1232
2565,2569
448,1809
1526,523
4922,124
2156,2826
709,1308
4819,352
2287,4929
361,3699
4481,3846
2243,1836
2968,1806
4075,1615
2803,387
845,945
4810,1870
4479,3527
1028,1040
4705,4453
4415,1914
3826,1832
1018,4208
4803,208
4882,1310
2107,342
3574,4353
3744,54
3547,3798
4514,4458
4667,832
1358,2559
3094,1848
4863,4745
2741,4592
2930,1300
1267,710
3296,3227
4490,135
3190,4055
4960,2080
3866,3590
1341,4050
2001,1663
2461,3587
2210,4532
934,360
1697,1300
2295,4653
3765,4043
2580,4207
3063,4859
394,4357
1836,1765
3093,2345
1241,2709
4665,3937
4875,986
124,4296
1635,3314
787,2604
2058,571
4034,3134
2993,1435
3704,396
4834,3460
2269,2089
1851,154
637,3502
2059,671
3331,1214
2775,90
730,3392
1037,80
4158,3772
1730,3978
3925,2732
1706,2020
1419,1452
3811,979
4101,4809
16,1230
3083,1011
692,2268
889,2063
515,3834
3683,3946
561,3310
3078,433
2978,4662
1856,4639
2364,3630
4448,2409
1869,3230
